customer_id,first_name,last_name,active,address,district,city,country
245,Courtney,Day,1,300 Junan Street,Kyonggi,Uijongbu,South Korea
352,Albert,Crouse,1,1641 Changhwa Place,Nord-Ouest,Bamenda,Cameroon
183,Ida,Andrews,1,1839 Szkesfehrvr Parkway,Gois,Luzinia,Brazil
38,Martha,Gonzalez,1,269 Cam Ranh Parkway,Chisinau,Chisinau,Moldova
366,Brandon,Huey,1,1912 Emeishan Drive,Balikesir,Balikesir,Turkey
582,Andy,Vanhorn,1,966 Asuncin Way,Hidalgo,Huejutla de Reyes,Mexico
301,Robert,Baughman,1,1883 Maikop Lane,Kaliningrad,Kaliningrad,Russian Federation
70,Christina,Ramirez,1,1124 Buenaventura Drive,Mekka,al-Hawiya,Saudi Arabia
534,Christian,Jung,0,949 Allende Lane,Uttar Pradesh,Amroha,India
174,Yvonne,Watkins,1,1848 Salala Boulevard,Miranda,Ocumare del Tuy,Venezuela
8,Susan,Wilson,1,478 Joliet Way,Hamilton,Hamilton,New Zealand
465,Floyd,Gandy,1,1088 Ibirit Place,Jalisco,Zapopan,Mexico
181,Ana,Bradley,1,682 Garden Grove Place,Tennessee,Memphis,United States
306,Charles,Kowalski,1,715 So Bernardo do Campo Lane,Kedah,Sungai Petani,Malaysia
421,Lee,Hawks,1,1661 Abha Drive,Tamil Nadu,Pudukkottai,India
549,Nelson,Christenson,1,1764 Jalib al-Shuyukh Parkway,Galicia,Santiago de Compostela,Spain
168,Regina,Berry,1,475 Atinsk Way,Gansu,Jinchang,China
134,Emma,Boyd,1,765 Southampton Drive,al-Qalyubiya,Qalyub,Egypt
438,Barry,Lovelace,1,1836 Korla Parkway,Copperbelt,Kitwe,Zambia
589,Tracy,Herrmann,1,1074 Sanaa Parkway,Loja,Loja,Ecuador
570,Ivan,Cromwell,1,1351 Sousse Lane,Coahuila de Zaragoza,Monclova,Mexico
202,Carla,Gutierrez,1,642 Nador Drive,Maharashtra,Bhusawal,India
53,Heather,Morris,1,17 Kabul Boulevard,Chiba,Nagareyama,Japan
47,Frances,Parker,1,686 Garland Manor,Cear,Juazeiro do Norte,Brazil
138,Hazel,Warren,1,1587 Sullana Lane,Inner Mongolia,Hohhot,China
270,Leah,Curtis,1,906 Goinia Way,Wielkopolskie,Kalisz,Poland
64,Judith,Cox,0,1966 Amroha Avenue,Sichuan,Daxian,China
96,Diana,Alexander,1,1308 Arecibo Way,Georgia,Augusta-Richmond County,United States
45,Janet,Phillips,1,1718 Valencia Street,Antofagasta,Antofagasta,Chile
27,Shirley,Allen,1,217 Botshabelo Place,Southern Mindanao,Davao,Philippines
309,Christopher,Greco,1,1224 Huejutla de Reyes Boulevard,Lombardia,Brescia,Italy
411,Norman,Currier,1,1445 Carmen Parkway,West Java,Cianjur,Indonesia
521,Roland,South,1,1993 0 Loop,Liaoning,Yingkou,China
304,David,Royal,1,827 Yuncheng Drive,Callao,Callao,Peru
355,Terry,Grissom,1,619 Hunuco Avenue,Shimane,Matsue,Japan
60,Mildred,Bailey,1,81 Hodeida Way,Rajasthan,Jaipur,India
526,Karl,Seal,1,1427 Tabuk Place,Florida,Cape Coral,United States
234,Claudia,Fuller,1,346 Skikda Parkway,Hawalli,Jalib al-Shuyukh,Kuwait
273,Priscilla,Lowe,1,144 South Hill Loop,Guanajuato,Salamanca,Mexico
192,Laurie,Lawrence,1,9 San Miguel de Tucumn Manor,Uttar Pradesh,Firozabad,India
49,Joyce,Edwards,1,725 Isesaki Place,Mekka,Jedda,Saudi Arabia
77,Jane,Bennett,1,1692 Ede Loop,So Paulo,Araatuba,Brazil
363,Roy,Whiting,1,1658 Jastrzebie-Zdrj Loop,Central,Nyeri,Kenya
209,Tonya,Chapman,1,43 Dadu Avenue,Rajasthan,Bhilwara,India
289,Violet,Rodriquez,1,1912 Allende Manor,Kowloon and New Kowl,Kowloon and New Kowloon,Hong Kong
235,Jackie,Lynch,1,98 Stara Zagora Boulevard,Valle,Buenaventura,Colombia
17,Donna,Thompson,1,270 Toulon Boulevard,Kalmykia,Elista,Russian Federation
158,Veronica,Stone,1,369 Papeete Way,North Carolina,Greensboro,United States
480,Corey,Hauser,1,984 Novoterkassk Loop,Gaziantep,Gaziantep,Turkey
358,Samuel,Marlow,1,604 Bern Place,Jharkhand,Ranchi,India
327,Larry,Thrasher,1,663 Baha Blanca Parkway,Adana,Adana,Turkey
116,Victoria,Gibson,1,544 Malm Parkway,Central Java,Pemalang,Indonesia
518,Gabriel,Harder,1,680 A Corua (La Corua) Manor,Sivas,Sivas,Turkey
92,Tina,Simmons,1,984 Effon-Alaiye Avenue,Gois,Goinia,Brazil
368,Harry,Arce,0,1922 Miraj Way,Esfahan,Najafabad,Iran
303,William,Satterfield,1,687 Alessandria Parkway,Sanaa,Sanaa,Yemen
364,Benjamin,Varney,1,817 Laredo Avenue,Jalisco,Guadalajara,Mexico
178,Marion,Snyder,1,1891 Rizhao Boulevard,So Paulo,Santa Brbara dOeste,Brazil
78,Lori,Wood,1,936 Salzburg Lane,Uttar Pradesh,Rae Bareli,India
252,Mattie,Hoffman,1,1497 Yuzhou Drive,England,London,United Kingdom
